股票编号,报告日期,基本每股收益,净利率,流动比率,速动比率
01010,2017-12,-0.0067,-7.3428,10000.0,254.79
01010,2017-06,-0.0037,-12.6282,9058.57,201.53
01010,2016-12,-0.0132,-28.8054,9472.41,232.39
01010,2016-06,-0.0238,-124.0127,13500.0,280.16
01010,2015-12,-0.0628,-185.4929,14000.0,228.38
01010,2015-06,-0.0264,-163.6852,14400.0,249.83
01011,2018-12,-0.6116,-168.6311,59000.0,134100.0
01011,2018-06,0.0528,27.0298,109600.00000000001,113000.0
01011,2017-12,0.1072,26.7223,108900.0,120700.0
01011,2017-06,0.0518,14.3416,138700.0,137500.0
01011,2016-12,0.0746,12.6497,98500.0,136800.0
01011,2016-06,0.0321,12.9781,89200.0,44900.0
01011,2015-12,0.0619,10.3446,83300.0,49600.0
01011,2015-06,0.0284,9.5799,65000.0,64100.0
01013,2018-09,-0.0005,-14.443,10100.0,15600.0
01013,2018-03,-0.0013,-37.7191,10300.0,13400.0
01013,2017-09,-0.0006,-41.5298,6173.97,10200.0
01013,2017-03,-0.002,-52.0641,15300.0,18300.0
01013,2016-09,-0.0008,-88.526,12300.0,13100.0
01013,2016-03,-0.0022,-34.7101,12000.0,11100.000000000002
01013,2015-09,-0.0007,-42.0241,7012.34,8796.95
01013,2015-03,-0.0011,-22.7082,5751.21,6246.1
01020,2018-12,-0.0202,-34.0436,58099.99999999999,26800.0
01020,2018-06,-0.0134,-38.0846,58099.99999999999,45400.0
01020,2017-12,-0.0349,-37.9355,62100.0,38800.0
01020,2017-06,-0.0239,-51.97,63700.0,15000.0
01020,2016-12,-0.0486,-38.5477,53900.0,17300.0
01020,2016-06,-0.0236,-34.6297,51100.0,12600.0
01020,2015-12,-0.1414,-93.8832,46500.0,10300.0
01020,2015-06,-0.07,-83.2118,46300.0,7379.5
01021,2018-12,0.0,-2420707.4074,413.7,8518.8
01021,2017-09,0.0,7.9493,400400.0,340400.0
01021,2017-06,0.0476,9.3204,392100.0,336800.0
01021,2017-03,0.0,7.2078,410300.0,362299.99999999994
01021,2016-12,0.0711,6.7862,402000.0,389700.0
01021,2016-09,0.0,4.6289,389400.0,393400.00000000006
01021,2016-06,0.0236,4.1788,342700.00000000006,379900.0
01021,2016-03,0.0,3.29,308800.0,320300.0
01022,2018-12,-0.07,-143.4955,28400.0,17700.0
01022,2018-06,-0.02,-93.2457,18800.0,12600.0
01022,2017-12,-0.24,-295.2079,22900.0,12200.0
01022,2017-06,-0.03,-98.9828,25299.999999999996,10600.0
01022,2016-12,-0.1,-85.5326,31900.0,16400.0
01022,2016-06,-0.05,-84.9735,51300.0,18400.0
01022,2015-12,0.04,29.4859,56400.0,25000.0
01022,2015-06,0.04,45.8073,67000.0,5890.6
01023,2018-12,0.1028,8.4914,122700.0,47200.0
01023,2018-06,0.2161,10.8799,120200.0,29400.0
01023,2017-12,0.1208,12.3529,117600.0,27599.999999999996
01023,2017-06,0.183,11.0114,109100.0,23400.0
01023,2016-12,0.1039,11.7419,106700.0,21800.0
01023,2016-06,0.3159,13.0469,121700.0,24000.0
01023,2015-12,0.1659,11.7457,167200.0,25800.0
01023,2015-06,0.3244,12.1863,174000.0,43900.0
01025,2018-09,0.0,10.8352,10500.0,7206.09
01025,2018-03,0.0,11.4283,9314.29,6631.39
01025,2017-12,0.0,11.9047,7799.96,5529.29
01025,2017-03,0.0,14.0781,8988.78,6178.04
01025,2016-03,0.0,7.3172,6516.68,3816.62
01026,2018-12,-0.011,-3.684,30299.999999999996,15700.0
01026,2018-06,-0.0045,-4.6029,56200.0,42400.0
01026,2017-12,0.0011,9.8883,53900.0,50300.0
01026,2017-06,0.0033,21.3135,55700.0,48099.99999999999
01026,2016-12,-0.0106,-1.5326,65600.0,54100.0
01026,2016-06,-0.0091,-10.3513,114100.0,108800.00000000001
01026,2015-12,-0.0178,-27.8713,108200.0,103600.0
01026,2015-06,-0.0067,-13.9063,93800.00000000001,49500.0
01027,2018-12,0.005,3.588,56900.00000000001,24000.0
01027,2018-06,0.21,3.1356,57500.0,25900.0
01027,2017-12,0.0009,0.6558,54200.0,24100.0
01027,2017-06,0.0001,2.8373,56400.0,29800.0
01027,2016-12,0.0001,1.0139,53900.0,28200.0
01027,2016-06,0.0003,6.7295,52600.0,25000.0
01027,2015-12,0.0017,3.8361,48300.0,21200.0
01027,2015-06,0.0,-0.0321,51600.0,25900.0
01028,2018-12,-0.2291,-16.1774,142400.0,71900.0
01028,2018-06,-0.0068,-0.898,180300.0,94300.0
01028,2017-12,0.01,0.5448,249899.99999999997,162700.0
01028,2017-06,0.0188,2.738,195799.99999999997,63000.0
01028,2016-12,0.1001,6.4066,195400.0,62500.0
01028,2016-06,0.0438,5.9375,185600.0,53800.0
01028,2015-12,0.1264,8.3882,185200.0,59800.00000000001
01028,2015-06,0.0555,7.8526,190100.00000000003,57300.00000000001
01029,2018-12,0.0659,45.0052,28700.0,114600.00000000001
01029,2018-06,-0.0146,-22.2797,37200.0,86500.0
01029,2017-12,0.1045,103.6151,41200.0,64700.0
01029,2017-06,-0.0095,-19.0825,38900.0,42900.0
01029,2016-12,-0.0208,-116.1535,52400.0,60700.0
01029,2016-06,-0.0106,-63.3059,39900.0,40500.0
01029,2015-12,-0.6156,-621.7129,72200.0,46400.0
01029,2015-06,-0.2476,-462.2715,55599.99999999999,43900.0
01030,2018-12,1.15,21.9922,26737000.0,23075400.0
01030,2018-06,0.27,15.3815,19997600.0,17557600.0
01030,2017-12,0.67,14.7319,14492500.0,12890200.0
01030,2017-06,0.06,6.4364,11164200.0,9838600.0
01030,2016-12,0.24,8.7388,8084700.0,7151600.0
01030,2016-06,0.09,8.0713,6222100.0,4987200.0
01030,2015-12,0.18,7.7876,5382900.0,4159600.0
01030,2015-06,0.06,7.8965,4643800.0,3406900.0
01033,2018-12,0.013,0.4112,3204200.0,5299000.0
01033,2018-09,0.024,1.1833,3340200.0,5289000.0
01033,2018-06,0.034,2.6032,3199100.0000000005,5244200.0
01033,2018-03,0.002,0.2934,3065800.0,5237200.0
01033,2017-12,-0.746,-21.7718,3183800.0,6337800.0
01033,2017-09,-0.234,-11.0101,3752300.0,6154299.999999999
01033,2017-06,-0.151,-10.7456,3649000.0,6117800.0
01033,2017-03,-0.095,-15.2618,3861700.0,6266900.000000001
01034,2018-12,0.0084,3.8651,16299.999999999998,6201.22
01034,2017-12,0.0,11.4788,15600.0,11100.000000000002
01034,2017-09,0.0,12.3121,11399.999999999998,8491.08
01034,2016-12,0.0,7.9198,9690.94,6176.41
01034,2015-12,0.0,6.0043,8084.83,6542.81
01035,2018-12,0.145,13.0581,41100.0,24000.0
01035,2018-06,0.069,13.8972,40700.0,20900.0
01035,2017-12,0.118,13.251,40300.0,20800.0
01035,2017-06,0.055,12.7384,40700.0,14900.0
01035,2016-12,0.111,16.7865,45700.0,15100.0
01035,2016-06,0.053,17.4402,48800.0,12100.0
01035,2015-12,0.095,17.8292,47900.0,11800.0
01035,2015-06,0.04,16.1519,42699.99999999999,7575.2
01036,2018-12,1.5246,665.0059,126199.99999999999,3399.48
01036,2018-06,0.371,339.6996,113100.0,30000.0
01036,2017-12,0.3344,160.8428,85500.0,3143.52
01036,2017-06,0.1042,98.595,105600.0,2975.84
01036,2016-12,0.3041,143.9218,65700.0,2761.62
01036,2016-06,0.1367,136.5921,62400.0,2759.64
01036,2015-12,0.4356,181.5543,60300.0,2528.67
01036,2015-06,0.2602,191.2169,1840.93,28100.0
01038,2018-12,3.6275,157.4066,697500.0,550900.0
01038,2018-06,1.9897,179.0023,1004700.0,761700.0
01038,2017-12,3.4022,180.4521,899000.0,1309800.0
01038,2017-06,1.9528,213.6167,510900.00000000006,994100.0
01038,2016-12,3.417,191.8436,1211100.0,1237700.0
01038,2016-06,1.8717,224.2272,1078500.0,816500.0
01038,2015-12,3.7197,209.7895,777300.0,308400.0
01038,2015-06,1.6561,191.247,706800.0000000001,353800.0
01039,2018-12,-0.038,-517.6766,16800.0,8791.3
01039,2018-06,-0.0164,-2259.1647,29200.0,9813.0
01039,2017-12,-0.04,-119.1187,44300.0,3409.6
01039,2017-06,0.0474,40.2448,56900.00000000001,9434.6
01039,2016-12,-0.12,-62.3572,50500.0,64300.0
01039,2016-06,-0.004,-13.3256,36500.0,47100.0
01039,2015-12,-0.42,-360.9832,55000.0,49000.0
01039,2015-06,-0.6,-785.38,64400.00000000001,51700.0
01043,2018-12,0.5184,7.0477,449900.0,446300.0
01043,2018-06,0.5274,11.9906,465200.00000000006,427400.0
01043,2017-12,0.5979,7.4838,507700.00000000006,496700.0
01043,2017-06,0.0131,0.4515,557000.0,645900.0
01043,2016-12,0.3499,3.2896,563900.0,608500.0
01043,2016-06,0.3152,5.7442,598000.0,618600.0
01043,2015-12,0.013,0.408,470200.00000000006,495200.00000000006
01043,2015-06,0.0499,1.1912,476200.0,487200.0
01044,2018-12,3.151,18.5588,3052400.0,2425300.0
01044,2018-06,1.614,19.248,2560000.0,1804800.0
01044,2017-12,3.149,19.175,2566900.0,1918600.0000000002
01044,2017-06,1.539,19.3969,2517400.0,1918700.0
01044,2016-12,2.967,19.5123,2212700.0,1528000.0
01044,2016-06,1.346,17.1818,1839500.0,1488300.0000000002
01044,2015-12,2.7764,16.7824,2156700.0,1771300.0
01044,2015-06,1.2673,15.9052,2324400.0,1496900.0
01045,2018-12,0.4773,40.9632,88200.0,39000.0
01045,2018-06,0.2532,44.8482,156900.0,89200.0
01045,2017-12,0.4531,41.7873,110900.0,31300.0
01045,2017-06,0.2256,40.4005,89300.0,41000.0
01045,2016-12,0.4734,40.1329,88200.0,30800.0
01045,2016-06,0.2219,40.1215,100100.0,20099.999999999996
01045,2015-12,0.4615,43.0196,122600.0,37300.0
01045,2015-06,0.2412,47.7055,188800.0,97800.0
01047,2018-12,0.0045,0.3261,67700.0,48700.0
01047,2018-06,0.1055,2.512,63000.0,42800.0
01047,2017-12,0.0511,2.5224,59600.0,40300.0
01047,2017-06,0.081,2.3277,58700.0,40199.99999999999
01047,2016-12,0.0481,2.7929,56000.0,38000.0
01047,2016-06,-0.0614,-1.6842,50500.0,32900.0
01047,2015-12,-0.0558,-2.788,56400.0,38200.0
01047,2015-06,0.0539,1.6671,54100.0,34300.0
01049,2018-12,-0.2134,-14.4296,36300.0,48000.0
01049,2018-06,-0.0843,-12.9171,41800.0,49800.00000000001
01049,2017-12,0.0457,1.792,39900.0,43000.0
01049,2017-06,0.2126,28.6398,48800.0,46700.0
01049,2016-12,-0.0335,-3.7143,202500.0,156300.0
01049,2016-06,-0.0128,-4.07,218700.0,172900.0
01049,2015-12,0.017,1.1137,219000.0,180000.0
01049,2015-06,0.0181,4.1113,216500.0,184400.0
01050,2018-09,0.0387,6.7745,144300.0,84800.0
01050,2018-03,0.0737,6.2432,139700.0,76300.0
01050,2017-09,0.0346,5.5966,136100.0,81500.0
01050,2017-03,0.0746,6.1937,131700.0,67000.0
01050,2016-09,0.0331,5.9016,104300.0,78000.0
01050,2016-03,0.0492,4.0265,96300.00000000001,82000.0
01050,2015-09,0.0246,3.975,97300.0,93500.0
01050,2015-03,0.0301,2.9223,77100.0,75400.0
01051,2018-12,0.0124,141.0119,697000.0,39900.0
01051,2018-06,0.0086,264.7459,605800.0,9227.51
01051,2017-12,0.0078,106.7689,581200.0,10400.0
01051,2017-06,0.0047,144.8281,578300.0,9788.33
01051,2016-12,0.0333,429.5614,649000.0,9140.19
01051,2016-06,0.0312,987.9662,675200.0,28100.0
01051,2015-12,0.0143,15.2098,196100.0,25299.999999999996
01051,2015-06,0.0086,18.3191,243700.0,40599.99999999999
01052,2018-12,0.63,49.5836,259100.0,158400.0
01052,2018-06,0.2764,46.2204,296200.0,143100.0
01052,2017-12,0.5666,46.8848,319700.0,249899.99999999997
01052,2017-06,0.2272,44.276,138100.0,225300.0
01052,2016-12,0.5491,46.3071,129600.00000000001,95800.0
01052,2016-06,0.209,37.8206,192900.0,143500.0
01052,2015-12,0.318,29.3358,176400.0,195400.0
01052,2015-06,0.1918,43.7025,248700.0,109000.0
01053,2018-12,0.2,7.898,751200.0,524500.0
01053,2018-09,0.166,8.4879,696500.0,495800.0
01053,2018-06,0.09,6.87,466200.0,372800.0
01053,2018-03,0.04,6.8024,538600.0,493800.0
01053,2017-12,0.04,2.416,475700.0,481100.0
01053,2017-09,-0.199,-10.7897,375100.0,2841400.0
01053,2017-06,-0.23,-22.0894,322800.0,2851400.0
01053,2017-03,0.0,-35.8892,306500.0,2681600.0000000005
01055,2018-12,0.27,2.3422,2407200.0,8368700.0
01055,2018-09,0.4,4.4605,3223900.0,8598400.0
01055,2018-06,0.21,3.4967,1941600.0,8204500.0
01055,2018-03,0.25,8.3927,1723899.9999999998,7029900.0
01055,2017-12,0.6,5.3972,1788400.0,6957700.0
01055,2017-09,0.71,8.5411,1749800.0,5794200.0
01055,2017-06,0.28,5.3085,1518800.0,6218700.0
01055,2017-03,0.16,5.9414,1449500.0,6654700.0
01057,2018-12,0.0092,0.1735,112400.0,50000.0
01057,2018-09,-0.0068,-1.1451,116300.00000000001,54300.0
01057,2018-06,-0.0074,-1.7641,127300.0,62300.00000000001
01057,2018-03,-0.007,-3.285,122899.99999999999,56000.0
01057,2017-12,0.0414,2.3161,124400.0,55400.0
01057,2017-09,0.052,4.9123,118800.00000000001,46700.0
01057,2017-06,0.1257,7.3758,122500.0,48000.0
01057,2017-03,0.0568,6.3956,129500.0,52900.0
01058,2018-12,-0.1323,-34.0895,19800.0,6959.13
01058,2018-06,-0.0752,-39.2729,23600.0,8350.23
01058,2017-12,-0.1548,-30.9248,28600.0,10400.0
01058,2017-06,-0.0523,-20.9256,40000.0,18000.0
01058,2016-12,-0.0665,-8.7567,40800.0,16800.0
01058,2016-06,-0.0347,-10.2675,36000.0,11000.0
01059,2018-12,0.0175,5.3182,10700.0,4604.26
01059,2018-06,-7.023,-1202.1734,10800.0,5045.19
01059,2017-12,-1.3645,-2390.5187,13200.0,4837.41
01059,2017-06,-1.5453,-1247.0927,153700.0,5536.64
01059,2016-12,-0.0161,-25.0777,312100.0,3861.51
01059,2016-06,-0.0102,-0.8491,299600.0,5621.34
01059,2015-12,0.0239,2.4588,224600.0,4154.05
01059,2015-06,0.0081,0.4193,163000.0,10900.0
01060,2018-09,-0.005,-10.0809,833700.0,139500.0
01060,2017-12,-0.0376,-44.481,907800.0,173500.0
01060,2017-06,-0.0192,-52.892,1165100.0,245600.0
01060,2016-12,-0.038,-107.9111,1235400.0,238800.0
01060,2016-06,-0.0185,-181.0279,1341600.0,305600.0
01060,2015-12,0.0199,176.7099,1507700.0,273300.0
01060,2015-06,-0.007,-661.7621,1552900.0,110200.0
01060,2014-12,-0.0278,-327.9537,599900.0,27000.0
01061,2018-12,0.3549,19.643,75600.0,27599.999999999996
01061,2018-06,0.1472,17.6234,73200.0,27900.0
01061,2017-12,0.2487,18.5972,59800.00000000001,23200.0
01061,2017-06,0.1191,17.6219,59700.0,25500.0
01061,2016-12,0.2176,17.5701,49700.0,21800.0
01061,2016-06,0.0947,17.0318,39100.0,30600.0
01061,2015-12,0.1571,16.0388,30099.999999999996,17400.0
01061,2015-06,0.0732,16.477,26000.0,13300.0
01063,2018-12,-0.0014,-11.1026,38100.0,8486.26
01063,2018-06,0.0003,4.8981,40599.99999999999,8944.53
01063,2017-12,-0.012,-62.0164,35400.0,4543.67
01063,2017-06,-0.0119,-118.5337,39800.0,7100.71
01063,2016-12,-0.003,-19.8662,57100.0,5619.49
01063,2016-06,-0.0026,-32.4356,56200.0,7492.81
01063,2015-12,0.0029,16.8878,56300.0,4821.01
01063,2015-06,-0.0013,-15.2652,48200.0,7697.62
01064,2018-12,0.0175,97.9903,13100.0,9429.58
01064,2018-06,-0.0016,12.9538,11800.0,8599.87
01064,2017-12,0.0251,246.1429,11200.000000000002,8373.14
01064,2017-06,-0.0045,2.5048,9977.52,7867.0
01064,2016-12,0.0895,716.4586,10200.0,7841.9
01064,2016-06,-0.0034,1.6309,9640.76,7687.33
01064,2015-12,0.0419,374.3715,6971.25,6541.72
01064,2015-06,-0.0031,3.3744,8808.46,8124.81
01065,2018-12,0.35,21.5231,417100.0,267000.0
01065,2018-09,0.29,25.4819,430500.0,165500.0
01065,2018-06,0.2,29.5044,462000.0,177300.0
01065,2018-03,0.077,22.9419,441599.99999999994,293900.0
01065,2017-12,0.36,26.8744,416000.0,317300.0
01065,2017-09,0.29,27.9714,399099.99999999994,306900.0
01065,2017-06,0.18,30.0686,395300.0,311100.0
01065,2017-03,0.084,25.5231,362299.99999999994,194700.0
01066,2018-12,0.33,17.2188,1071800.0,332700.00000000006
01066,2018-06,0.145,15.9274,910900.0,315100.0
01066,2017-12,0.39,29.0384,905600.0,230000.0
01066,2017-06,0.144,19.2792,869800.0,285800.0
01066,2016-12,0.25,16.9024,868199.9999999999,268400.0
01066,2016-06,0.085,11.4691,825699.9999999999,235600.0
01066,2015-12,0.25,19.4099,755699.9999999999,200200.0
01066,2015-06,0.131,20.9643,781300.0,241100.0
01068,2018-12,-2.2878,-37.602,244400.0,880900.0
01068,2018-06,-0.2504,-8.8532,226400.0,916100.0
01068,2017-12,-0.8785,-15.8829,250200.0,911500.0
01068,2017-06,-0.263,-9.5061,306700.0,845699.9999999999
01068,2016-12,-1.1494,-14.0238,330800.0,833400.0
01068,2016-06,-0.3154,-7.4792,317200.0,805500.0
01068,2015-12,-1.3681,-14.7643,377900.0,775200.0
01068,2015-06,-0.3131,-7.5571,437700.00000000006,765000.0
01069,2018-12,-0.0089,-127.0488,17600.0,9071.8
01069,2018-06,-0.0071,-265.3188,14800.0,13300.0
01069,2017-12,-0.0019,-9.0438,18800.0,9960.3
01069,2017-06,-0.0053,-38.8129,12800.0,10200.0
01069,2016-12,-0.0153,-265.437,10500.0,8949.6
01069,2016-06,-0.0087,-799.4851,8742.6,3551.2
01069,2015-12,-0.0215,-609.7908,5973.7,1769.4
01069,2015-06,-0.0085,-1150.8867,8042.9,2599.2
01070,2018-12,0.3735,2.0509,2100300.0,1606000.0
01070,2018-06,0.2253,2.7149,1708500.0,1127700.0
01070,2017-12,0.3965,1.952,1898300.0000000002,1532200.0
01070,2017-06,0.0792,0.8452,1531100.0000000002,1192700.0
01070,2017-03,0.0437,0.9141,1609800.0,1272300.0
01070,2016-12,0.1054,0.5299,1562200.0,1228400.0
01070,2016-09,0.0833,0.5786,1403700.0,1046300.0
01070,2016-06,0.0559,0.6171,1304300.0,883100.0
01071,2018-12,0.132,2.1872,2577200.0000000005,7553400.0
01071,2018-06,0.106,2.9583,2471100.0,7340900.0
01071,2017-12,0.044,0.8851,2516100.0,8031700.0
01071,2017-06,-0.018,-0.4507,2126700.0,7025599.999999999
01071,2016-12,0.317,6.8355,2116400.0,7415400.0
01071,2016-06,0.25,11.3303,2095400.0,6697500.0
01072,2018-12,0.37,3.896,7355599.999999999,5269700.0
01072,2018-09,0.29,4.3393,7399299.999999999,5364500.0
01072,2018-06,0.17,3.3164,7335300.0,5377000.0
01072,2018-03,0.09,3.3336,6621400.0,5087100.0
01072,2017-12,0.29,2.2156,6770300.0,5297400.0
01072,2017-09,0.18,2.2772,6824200.0,5384400.000000001
01072,2017-06,0.16,2.9054,7009800.0,5567700.0
01072,2017-03,0.07,3.154,7190800.0,5810800.0
01075,2018-12,0.021,5.9332,170500.0,116199.99999999999
01075,2018-06,0.0087,7.3583,160400.0,113100.0
01075,2017-12,0.028,8.418,124900.0,73600.0
01075,2017-06,0.0067,6.1232,111600.0,73100.0
01075,2016-12,0.0377,11.8264,111000.0,72700.0
01075,2016-06,0.0086,7.3998,110800.0,78100.0
01075,2015-12,0.035,11.546,101800.0,67400.0
01075,2015-06,0.0202,17.1374,95900.0,59700.0
01076,2018-12,-0.0181,-91.1029,459799.99999999994,875800.0
01076,2018-06,0.0005,3.5659,711200.0,777600.0
01076,2017-12,0.0038,4.8456,756600.0,757600.0
01076,2017-06,0.0056,12.4932,673600.0,632400.0
01076,2016-12,0.0059,12.4927,502800.0,604000.0
01076,2016-06,0.0051,21.0039,351000.0,256800.0
01076,2015-12,-0.0511,-9.0533,187600.00000000003,81100.0
01076,2015-06,-0.0009,-122.1552,13700.000000000002,1505.69
01079,2018-12,-0.0727,-24.7285,72900.0,39500.0
01079,2018-06,-0.0516,-3.2912,86700.0,46100.0
01079,2017-12,-0.0091,-0.9227,92700.0,47300.00000000001
01079,2017-06,-0.0352,-2.1696,76200.0,38800.0
01079,2016-12,0.0076,0.833,87600.0,47400.0
01079,2016-06,-0.0458,-4.0916,70700.0,32700.0
01079,2015-12,-0.0084,-1.4835,72600.0,32599.999999999996
01079,2015-06,-0.0434,-3.8726,66500.0,27900.0
01080,2018-12,-0.0165,-6.3299,102100.00000000001,122200.0
01080,2018-06,-0.005,-7.0206,101400.0,125200.0
01080,2017-12,-0.0766,-13.6989,97000.0,124900.0
01080,2017-06,-0.0367,-12.3411,157200.0,138100.0
01080,2016-12,-0.0674,-8.1532,193299.99999999997,148400.0
01080,2016-06,-0.0345,-13.7295,189800.0,135100.0
01080,2015-12,-0.1107,-18.1135,200200.0,152400.0
01080,2015-06,-0.0398,-11.9326,238400.0,163299.99999999997
01082,2018-12,-0.0701,-79.2178,16800.0,2166.67
01082,2018-06,-0.0169,-7.5504,19000.0,2223.25
01082,2017-12,0.0089,10.5366,17900.0,1447.46
01082,2017-06,-0.5555,-215.0839,37400.0,19100.0
01082,2016-12,-0.4076,-275.1014,30200.0,16400.0
01082,2016-06,-0.2906,-76.4699,44100.0,15900.0
01082,2015-12,0.0003,0.8168,60000.0,6004.2
01082,2015-06,0.0519,15.7989,15000.0,1988.8
01083,2018-12,0.3846,11.989,392900.0,789100.0
01083,2018-06,0.202,13.3732,358900.0,968500.0
01083,2017-12,0.4169,17.2639,348000.0,829400.0
01083,2017-06,0.1928,16.6771,321000.0,834599.9999999999
01083,2016-12,0.3243,15.2242,316800.0,695100.0
01083,2016-06,0.181,17.9409,405800.0,665800.0
01083,2015-12,0.2551,11.9785,390200.00000000006,682600.0
01083,2015-06,0.1912,17.6399,358200.0,584900.0
01085,2018-12,0.305,7.453,193700.0,53900.0
01085,2018-06,0.183,8.7338,153000.0,20600.0
01085,2017-12,0.294,6.9831,149700.0,24100.0
01085,2017-06,0.177,8.039,140200.0,20299.999999999996
01085,2016-12,0.257,6.5164,135500.0,22100.0
01085,2016-06,0.13,6.9354,126300.00000000001,17800.0
01085,2015-12,0.297,7.355,134500.0,26600.0
01085,2015-06,0.127,6.2718,144500.0,42000.0
01086,2018-12,0.0876,1.9334,386000.0,275400.0
01086,2018-06,0.0674,3.032,348500.0,278400.0
01086,2017-12,0.1254,2.5818,383000.0,314100.0
01086,2017-06,0.0955,3.821,311100.0,224300.0
01086,2016-12,0.17,3.4023,268300.0,166000.0
01086,2016-06,0.0855,3.4249,289600.0,183600.0
01086,2015-12,0.1508,2.9157,287700.0,184600.0
01086,2015-06,0.0631,2.4804,314100.0,218299.99999999997
01087,2018-12,-0.0395,-13.1747,40400.0,29800.0
01087,2018-06,-0.0161,-12.0432,44200.0,28300.0
01087,2017-12,-0.1038,-19.2669,74500.0,32300.0
01087,2017-06,-0.0227,-10.107,104400.0,25700.0
01087,2016-12,-0.0873,-19.5569,118699.99999999999,35900.0
01087,2016-06,-0.0365,-20.1573,95800.0,38800.0
01087,2015-12,0.0348,2.9937,122000.0,63200.0
01087,2015-06,0.0145,1.3143,151500.0,104700.0
01088,2018-12,2.219,20.5088,23329600.0,12338100.0
01088,2018-09,1.871,23.4806,16524900.0,13262100.0
01088,2018-06,1.233,23.4629,16400500.0,12486500.0
01088,2018-03,0.614,23.6825,14311000.0,10600300.0
01088,2017-12,2.403,22.9704,13264400.0,11590500.0
01088,2017-09,1.941,25.0692,12097900.0,11186099.999999998
01088,2017-06,1.322,25.5887,17207700.0,17546200.0
01088,2017-03,0.65,24.6716,15561000.0,11744100.0
01089,2018-12,0.046,8.9439,72400.0,48300.0
01089,2018-06,0.0271,11.9753,72600.0,42400.0
01089,2017-12,0.0196,6.145,66200.0,16600.0
01089,2017-06,0.0058,4.6697,48600.0,30200.0
01089,2016-12,0.0169,10.8819,86400.0,22400.000000000004
01089,2016-06,0.0003,3.817,72600.0,63900.0
01089,2015-12,-0.0304,-3.6069,85500.0,46500.0
01089,2015-06,0.0028,1.0207,128900.0,43700.0
01090,2018-12,0.09,0.4128,534000.0,630800.0
01090,2018-06,0.09,0.7825,602600.0,609000.0
01090,2017-12,0.06,0.3006,498800.0,509799.99999999994
01090,2017-06,-0.05,-0.4601,423600.0,433000.0
01090,2016-12,0.35,1.9816,422900.0,442100.0
01090,2016-06,0.09,1.2954,358900.0,370300.0
01090,2015-12,-0.23,-1.3876,256900.0,290400.0
01090,2015-06,-0.08,-0.9572,365000.0,388400.00000000006
01091,2018-12,0.0846,5.0006,402600.0,435200.00000000006
01091,2018-06,0.0212,3.4942,364300.0,441700.0
01091,2017-12,0.0344,2.3597,279100.0,395600.0
01091,2017-06,0.0177,2.4374,346500.0,451599.99999999994
01091,2016-12,-0.0229,-3.9537,336100.0,418700.0
01091,2016-06,-0.0342,-12.2829,259800.0,351800.0
01091,2015-12,-0.2481,-38.7754,319100.0,378100.0
01091,2015-06,-0.0729,-24.7035,340300.0,363600.0
01093,2018-12,0.513,17.2554,1374400.0,721600.0
01093,2018-06,0.2502,17.0722,1369900.0,726400.0
01093,2017-12,0.3802,17.9792,1139700.0,481500.0
01093,2017-06,0.1883,18.3105,845100.0,434400.0
01093,2016-12,0.3153,17.0848,753900.0,365400.0
01094,2018-12,-0.1265,-34.8197,4038.14,5923.2
01094,2018-06,-0.0081,-136.9829,14800.0,13500.0
01094,2017-12,-0.1071,-276.916,16000.0,14700.0
01094,2017-06,-0.1134,-2143.2242,4301.06,10500.0
01094,2016-12,-0.0142,-536.2549,19100.0,8897.24
01094,2016-06,-0.0021,-801.0385,30800.0,9126.51
01094,2015-12,-0.0703,-42.9823,32800.0,10800.0
01094,2015-06,-0.0031,-2.5408,35600.0,18100.0
01096,2018-12,-0.16,-251.7222,84500.0,67700.0
01096,2018-06,-0.04,-119.2202,92899.99999999999,58900.0
01096,2017-12,-0.2,-169.8055,99800.0,61500.0
01096,2017-06,-0.06,-89.6626,141800.0,64500.0
01096,2016-12,-0.2,-143.2671,154400.0,66500.0
01096,2016-06,-0.05,-61.8537,146500.0,75800.0
01096,2015-12,-0.37,-186.7759,157400.0,67800.0
01096,2015-06,-0.23,-263.9229,162500.0,67800.0
01097,2018-12,-0.064,-39.1631,30000.0,81700.0
01097,2018-06,-0.0346,-43.162,37900.0,65900.0
01097,2017-12,-0.0844,-28.8317,56900.00000000001,67800.0
01097,2017-06,-0.0608,-22.0144,12300.0,102400.0
01097,2016-12,-0.1386,-22.241,18800.0,98600.0
01097,2016-06,-0.0573,-18.9867,10800.0,70300.0
01097,2015-12,-0.0972,-15.4402,16200.000000000002,63200.0
01097,2015-06,-0.0473,-15.9912,15000.0,49900.0
01098,2018-12,3.496,16.5373,4763600.0,3774400.0
01098,2018-06,0.9105,20.2675,4498500.0,3267000.0
01098,2017-12,2.1817,16.7798,4199900.0,2634600.0
01098,2017-06,0.3298,11.8339,4529100.0,2679100.0000000005
01098,2016-12,1.5117,8.156,3671800.0,2121000.0
01098,2016-06,0.2564,5.3244,3126300.0,1989400.0
01098,2015-12,0.9299,6.6214,2602799.9999999995,1515400.0
01098,2015-06,0.2445,5.6386,2842100.0,1533200.0
01099,2018-12,1.97,2.7297,20465500.0,16007400.0
01099,2018-09,1.42,2.6474,17919100.0,14541600.0
01099,2018-06,0.97,2.7306,16516099.999999998,13500900.0
01099,2018-03,0.31,1.8969,16262700.0,13319400.0
01099,2017-12,1.91,2.8332,14484300.0,11087600.0
